Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length_1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
51374,172.217.3.106,443,6,51778639,117,170,11943,219412,6840,0,102.07692307692314,657.5591379441847,1418,0,1290.6588235294118,361.3192806297786,4468.155294695946,5.542826260844747,181044.19230769222,1797517.0786497928,26379096,5,51778639,446367.5775862069,2808605.0912154187,26379096,7,25319697,149820.69230769228,1184908.6836985382,13477668,5,0,0,0,0,3752,5448,2.2596190680098798,3.2832071928348676,0,6840,803.3159722222222,771.3821755714189,595030.4607892953,0,0,0,1,0,0,0,0,1,806.1149825783972,102.07692307692308,1290.6588235294118,3752,0,0,0,0,0,0,117,11943,170,219412,65535,285,9,32,2493364,3292853.444415952,4821763,164965,10137887,4580196.493894994,13376575,6899199,botnet
60045,172.217.12.174,443,6,40738769,11,12,10269,1521,8208,0,933.5454545454545,2445.576429541157,837,0,126.75,255.90201427321927,289.40491549953316,0.5645727783281818,1851762.2272727273,8609136.151912626,40396572,32,40701649,4070164.9,12763859.631243866,40396572,119,40701943,3700176.6363636362,12185663.013949271,40441070,32,0,0,0,0,360,392,0.2700130678960869,0.29455971043209483,0,8208,491.24999999999994,1674.830458648693,2805057.065217391,0,0,0,1,0,0,0,0,1,512.6086956521739,933.5454545454545,126.75,360,0,0,0,0,0,0,11,10269,12,1521,65535,260,6,32,305077,0,305077,305077,40396572,0,40396572,40396572,botnet
54099,205.174.165.70,80,6,16119,5,3,252,186,252,0,50.4,112.6978260659894,186,0,62,107.38715006927039,27172.90154476084,496.3087040138966,2302.714285714286,3014.6128946785034,9003,453,16119,4029.75,5225.645693755621,11709,453,12865,6432.5,3635.2359620800407,9003,3862,0,0,0,0,168,104,310.19294000868535,186.11576400521122,0,252,48.666666666666664,97.96938297243685,9598,0,0,0,1,0,0,0,0,0,54.75,50.4,62,168,0,0,0,0,0,0,5,252,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
56070,172.217.7.3,443,6,34603846,2,0,0,0,0,0,0,0,0,0,0,0,0,0.057797043715892164,34603846,0,34603846,34603846,34603846,34603846,0,34603846,34603846,0,0,0,0,0,0,0,0,0,64,0,0.057797043715892164,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1635,-1,0,32,0,0,0,0,0,0,0,0,botnet
55022,172.217.3.106,443,6,42927944,28,33,7096,24204,2736,0,253.42857142857144,617.8589931770318,1418,0,733.4545454545456,693.3922091297378,729.1287931236586,1.4209858268544147,715465.7333333334,4693606.4697238505,36189997,5,42891221,1588563.7407407407,6969153.503126952,36189997,13,42891170,1340349.0624999998,6431011.666737341,36310789,5,0,0,0,0,916,1064,0.6522557893757969,0.7687300374786177,0,2736,504.8387096774195,694.7345570118881,482656.10470650444,0,0,0,1,0,0,0,0,1,513.1147540983607,253.42857142857142,733.4545454545455,916,0,0,0,0,0,0,28,7096,33,24204,65535,234,9,32,6701224,0,6701224,6701224,36189997,0,36189997,36189997,botnet
42832,172.217.12.174,443,6,60266714,67,63,22854,10479,1368,0,341.1044776119402,484.84184032647426,1418,0,166.33333333333331,312.57396544013034,553.0913797623012,2.1570779518524934,467183.82945736434,3242883.440991903,35908356,11,60266714,913132.0303030304,4507592.539154572,35908356,12,24140894,389369.2580645161,1135828.3866959505,8420752,11,0,0,0,0,2176,2024,1.1117247905701313,1.0453531612823623,0,1418,254.4503816793893,417.218762277066,174071.49559600692,0,0,0,1,0,0,0,0,0,256.4076923076923,341.1044776119403,166.33333333333334,2176,0,0,0,0,0,0,67,22854,63,10479,65535,459,30,32,8031392.5,10868130.110567525,15716321,346464,22101927.5,19525238.43263443,35908356,8295499,botnet
443,10.42.0.151,42832,6,44,2,0,0,0,0,0,0,0,0,0,0,0,0,45454.545454545456,44,0,44,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,64,0,45454.545454545456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,459,-1,0,32,0,0,0,0,0,0,0,0,botnet
43060,172.217.12.174,443,6,36059360,9,10,1348,955,916,0,149.77777777777777,300.28435597687144,450,0,95.5,155.34638714820503,63.86691277937268,0.5269089634425015,2003297.777777778,8391350.688084736,35626812,14,36022499,4502812.375,12576066.6534144,35626812,2753,36021677,4002408.5555555555,11884367.29547621,35693792,14,0,0,0,0,296,328,0.2495884563675007,0.2773205070750008,0,916,115.15,225.5368507641968,50866.87105263158,0,0,0,1,0,0,0,0,1,121.21052631578948,149.77777777777777,95.5,296,0,0,0,0,0,0,9,1348,10,955,65535,185,4,32,395687,0,395687,395687,35626812,0,35626812,35626812,botnet
59908,205.174.165.70,80,6,49101,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,8940.7547707786,162.92947190484918,7014.428571428571,7932.241189330684,19373,598,49101,12275.25,13971.42706562218,28755,598,29630,14815,10414.268673315471,22179,7451,0,0,0,0,168,104,101.83091994053075,61.098551964318446,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
60816,172.217.3.106,443,6,26947733,20,22,7104,9279,2736,0,355.20000000000005,710.3212468202049,1418,0,421.7727272727273,633.2021366731526,607.954665425845,1.5585726636077328,657261.7804878047,3703537.735189966,23746253,11,26910407,1416337.210526316,5418922.2093500355,23746253,11,26910879,1281470.4285714286,5176944.761724511,23830614,11,0,0,0,0,660,712,0.7421774588608252,0.8163952047469076,0,2736,381.00000000000006,658.306991636953,433368.09523809527,0,0,0,1,0,0,0,0,1,390.07142857142856,355.2,421.77272727272725,660,0,0,0,0,0,0,20,7104,22,9279,65535,234,9,32,3164154,0,3164154,3164154,23746253,0,23746253,23746253,botnet
60041,205.174.165.70,80,6,68656,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,6394.197156839898,116.52295502213937,9807.999999999998,8955.035157198807,19417,659,68656,17164,21140.446195228076,45285,659,29330,14665,10178.095008399165,21862,7468,0,0,0,0,168,104,72.82684688883711,43.69610813330226,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
57935,205.174.165.70,80,6,187024,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,2347.292326118573,42.77525879031568,26717.71428571429,53946.991629791206,147947,662,187024,46756,80355.9305257967,166632,662,167723,83861.5,90630.58325146098,147947,19776,0,0,0,0,168,104,26.734536743947302,16.04072204636838,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
38512,198.105.244.11,80,6,70226,3,4,248,223,248,0,82.66666666666667,143.1828667590272,223,0,55.75,111.5,6706.917665821776,99.6781818699627,11704.333333333334,16684.407087657226,33416,15,36756,18378,23833.74116667377,35231,1525,37212,12404,21437.596203865767,37158,15,0,0,0,0,80,84,42.71922080141258,56.95896106855011,0,248,58.87500000000001,109.21987979693598,11928.982142857145,0,0,0,1,0,0,0,0,1,67.28571428571429,82.66666666666667,55.75,80,0,0,0,0,0,0,3,248,4,223,65535,15544,1,20,0,0,0,0,0,0,0,0,botnet
38513,198.105.244.11,80,6,81014,3,4,245,223,245,0,81.66666666666667,141.4508159514583,223,0,55.75,111.5,5776.779322092478,86.40481892018663,13502.333333333334,15902.745456890978,33421,14,47537,23768.5,29300.38369202697,44487,3050,47758,15919.333333333332,27524.60029379779,47702,14,0,0,0,0,80,84,37.030636680079986,49.37418224010665,0,245,58.5,108.48041297856494,11768,0,0,0,1,0,0,0,0,1,66.85714285714286,81.66666666666667,55.75,80,0,0,0,0,0,0,3,245,4,223,65535,15544,1,20,0,0,0,0,0,0,0,0,botnet
38512,198.105.244.11,80,6,20468,2,0,0,0,0,0,0,0,0,0,0,0,0,97.71350400625366,20468,0,20468,20468,20468,20468,0,20468,20468,0,0,0,0,0,0,0,0,0,40,0,97.71350400625366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,botnet
38513,198.105.244.11,80,6,23665,2,0,0,0,0,0,0,0,0,0,0,0,0,84.51299387280795,23665,0,23665,23665,23665,23665,0,23665,23665,0,0,0,0,0,0,0,0,0,40,0,84.51299387280795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,botnet
38514,198.105.244.11,80,6,298580,3,4,244,223,244,0,81.33333333333333,140.8734656822687,223,0,55.75,111.5,1564.0699310067653,23.444303034362648,49763.333333333336,55453.04909440658,138678,16,265830,132915,8150.112759956147,138678,127152,265411,88470.33333333334,153187.4813303402,265356,16,0,0,0,0,80,84,10.047558443298279,13.39674459106437,0,244,58.37499999999999,108.23511115028379,11714.839285714286,0,0,0,1,0,0,0,0,1,66.71428571428571,81.33333333333333,55.75,80,0,0,0,0,0,0,3,244,4,223,65535,15544,1,20,0,0,0,0,0,0,0,0,botnet
38514,198.105.244.11,80,6,2432,2,0,0,0,0,0,0,0,0,0,0,0,0,822.3684210526316,2432,0,2432,2432,2432,2432,0,2432,2432,0,0,0,0,0,0,0,0,0,40,0,822.3684210526316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,botnet
47553,172.217.3.106,443,6,38642683,19,25,7119,12537,2736,0,374.6842105263158,724.7144305503742,1418,0,501.48,658.1574735578105,508.66033292771107,1.1386372938959752,898667.0465116279,5398655.765619297,35451123,12,38605600,2144755.5555555555,8318495.9893348375,35451123,112,38605156,1608548.166666667,7232030.940950512,35533724,12,0,0,0,0,628,816,0.4916842860005347,0.6469530078954404,0,2736,436.8,677.8743380463802,459513.6181818182,0,0,0,1,0,0,0,0,1,446.72727272727275,374.6842105263158,501.48,628,0,0,0,0,0,0,19,7119,25,12537,65535,234,9,32,3154477,0,3154477,3154477,35451123,0,35451123,35451123,botnet
38952,172.217.10.142,443,6,10187915,2,2,0,0,0,0,0,0,0,0,0,0,0,0.39262204288119795,3395971.6666666665,5787880.093947121,10079209,36745,108706,108706,0,108706,108706,10151170,10151170,0,10151170,10151170,0,0,0,0,72,72,0.19631102144059898,0.19631102144059898,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,2,0,2,0,65535,166,0,32,0,0,0,0,0,0,0,0,botnet
50408,205.174.165.70,80,6,54896,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,7996.939667735354,145.7301078402798,7842.285714285716,8366.991050437142,19205,661,54896,13724,15727.487678159747,32844,661,33995,16997.5,7481.896851734859,22288,11707,0,0,0,0,168,104,91.08131740017488,54.648790440104925,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
53186,172.217.3.106,443,6,55083974,14,10,460,4276,218,0,32.85714285714286,59.497714426505674,1418,0,427.59999999999997,611.5583373644741,85.97781997355528,0.4356984120281518,2394955.391304348,11437266.174391536,54861292,8,55083974,4237228.769230769,15210658.628396673,54861292,75,164570,18285.555555555555,22614.819350987036,65330,8,0,0,0,0,456,328,0.25415740701642187,0.18154100501172993,0,1418,189.44,426.1453273239073,181599.84000000005,0,0,0,1,0,0,0,0,0,197.33333333333334,32.857142857142854,427.6,456,0,0,0,0,0,0,14,460,10,4276,65535,170,6,32,0,0,0,0,0,0,0,0,botnet
38952,172.217.10.142,443,6,8063015,2,0,0,0,0,0,0,0,0,0,0,0,0,0.24804617131432843,8063015,0,8063015,8063015,8063015,8063015,0,8063015,8063015,0,0,0,0,0,0,0,0,0,64,0,0.24804617131432843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1369,-1,0,32,0,0,0,0,0,0,0,0,botnet
57050,131.253.61.80,443,6,1099936,12,13,1610,12242,613,0,134.16666666666669,235.38318211852442,1448,0,941.6923076923076,680.2950811492741,12593.459983126291,22.728595118261424,45830.66666666666,123293.2275052716,609123,5,1038436,94403.27272727272,178601.2135692761,609123,12,1052899,87741.58333333333,197743.5358904229,692255,5,0,0,0,0,392,436,10.909725656765485,11.818869461495941,0,1448,532.7692307692307,648.9178874213475,421094.42461538455,0,0,0,1,0,0,0,0,1,554.08,134.16666666666666,941.6923076923077,392,0,0,0,0,0,0,12,1610,13,12242,65535,257,4,32,0,0,0,0,0,0,0,0,botnet
57050,131.253.61.80,443,6,20839,5,0,0,0,0,0,0,0,0,0,0,0,0,239.93473775133165,5209.75,9847.570271391822,19974,60,20839,5209.75,9847.570271391822,19974,60,0,0,0,0,0,0,0,0,0,160,0,239.93473775133165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,0,0,1595,-1,0,32,0,0,0,0,0,0,0,0,botnet
38515,198.105.244.11,80,6,15070088,2,2,0,0,0,0,0,0,0,0,0,0,0,0.2654264527187897,5023362.666666667,8668339.810854921,15032686,4563,37402,37402,0,37402,37402,15037249,15037249,0,15037249,15037249,0,0,0,0,60,44,0.13271322635939484,0.13271322635939484,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,2,0,2,0,65535,14600,0,20,0,0,0,0,0,0,0,0,botnet
53161,205.174.165.70,80,6,48141,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,9119.046135310857,166.17851727217962,6877.285714285715,6901.2102975803145,15931,623,48141,12035.25,13605.037311598966,28529,623,29419,14709.5,4507.80573006424,17897,11522,0,0,0,0,168,104,103.86157329511227,62.31694397706736,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
33664,205.174.165.70,80,6,48483,5,3,253,186,253,0,50.6,113.14503966148935,186,0,62,107.38715006927039,9054.720211208052,165.00629086483923,6926.142857142857,7727.260757184515,19336,568,48483,12120.75,12272.860665576982,24870,568,29183,14591.5,15490.588255453697,25545,3638,0,0,0,0,168,104,103.12893179052452,61.87735907431471,0,253,48.77777777777778,98.22904073869624,9648.944444444445,0,0,0,1,0,0,0,0,0,54.875,50.6,62,168,0,0,0,0,0,0,5,253,3,186,65535,235,1,32,0,0,0,0,0,0,0,0,botnet
57051,131.253.61.80,443,6,15147054,11,7,384,5901,202,0,34.90909090909091,77.79647105808148,1448,0,843.0000000000001,754.8790190045908,414.9321709686913,1.188349892989092,891003.1764705882,3560566.104720941,14707522,7,15147054,1514705.4000000001,4635753.107304961,14707522,15,383970,63995,72815.06428480304,160531,7,0,0,0,0,360,232,0.7262138234933341,0.46213606949575803,0,1448,330.7894736842105,595.7494420146935,354917.3976608187,0,0,0,1,0,0,0,0,0,349.1666666666667,34.90909090909091,843,360,0,0,0,0,0,0,11,384,7,5901,65535,259,2,32,0,0,0,0,0,0,0,0,botnet
43431,23.50.64.87,443,6,13645623,3,1,0,0,0,0,0,0,0,0,0,0,0,0.29313428928822083,4548541,7853674.751877047,13617176,4147,13645623,6822811.5,9608682.423606293,13617176,28447,0,0,0,0,0,0,0,0,0,104,40,0.21985071696616562,0.07328357232205521,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,28960,0,32,0,0,0,0,0,0,0,0,botnet
36212,65.55.118.92,80,6,15989262,3,1,0,0,0,0,0,0,0,0,0,0,0,0.2501678939278123,5329754,9163552.670176562,15910904,27094,15989262,7994631,11195300.640047949,15910904,78358,0,0,0,0,0,0,0,0,0,104,40,0.18762592044585924,0.06254197348195308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,4380,0,32,0,0,0,0,0,0,0,0,botnet
80,10.42.0.151,36212,6,102,2,0,0,0,0,0,0,0,0,0,0,0,0,19607.843137254902,102,0,102,102,102,102,0,102,102,0,0,0,0,0,0,0,0,0,64,0,19607.843137254902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,4380,-1,0,32,0,0,0,0,0,0,0,0,botnet
0,8.0.6.4,0,0,111822575,4,0,0,0,0,0,0,0,0,0,0,0,0,0.03577095233229963,37274191.666666664,1954333.5101374926,38607374,35030772,111822575,37274191.666666664,1954333.5101374926,38607374,35030772,0,0,0,0,0,0,0,0,0,0,0,0.03577095233229963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0,0,0,0,37274191.666666664,1954333.5101374926,38607374,35030772,botnet
42281,172.217.3.99,443,6,452129,43,47,825,59518,517,0,19.186046511627918,87.30222705225509,1418,0,1266.3404255319144,432.8935141978886,133464.12196519136,199.05823338029634,5080.101123595507,13987.50391830715,78583,6,452129,10764.97619047619,27635.72316059732,154796,10,412794,8973.782608695652,25703.87049705683,115694,6,0,0,0,0,1384,1512,95.10560039280824,103.95263298748809,0,1418,663.1098901098902,701.6821130611694,492357.78778998763,0,0,0,1,0,0,0,0,1,670.4777777777778,19.186046511627907,1266.340425531915,1384,0,0,0,0,0,0,43,825,47,59518,65535,175,3,32,0,0,0,0,0,0,0,0,botnet
443,10.42.0.151,50348,6,133004,1,1,0,0,0,0,0,0,0,0,0,0,0,15.037141740098042,133004,0,133004,133004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7.518570870049021,7.518570870049021,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,175,1591,0,32,0,0,0,0,0,0,0,0,botnet
443,10.42.0.151,50348,6,39,1,1,31,0,31,31,31,0,0,0,0,0,794871.7948717949,51282.05128205128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,25641.02564102564,25641.02564102564,0,31,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,1591,1591,0,32,0,0,0,0,0,0,0,0,botnet
50348,216.58.219.240,443,6,477924,2,0,62,0,31,31,31,0,0,0,0,0,129.72773913844043,4.184765778659369,477924,0,477924,477924,477924,477924,0,477924,477924,0,0,0,0,0,1,0,0,0,64,0,4.184765778659369,0,31,31,31,0,0,0,1,0,0,1,1,0,0,0,46.5,31,0,64,0,0,0,0,0,0,2,62,0,0,1591,-1,1,32,0,0,0,0,0,0,0,0,botnet
34084,205.174.165.70,80,6,548637,6,6,504,558,252,0,84,130.1322404325692,186,0,93,101.8763956959609,1935.7061226275296,21.872385566412763,49876.09090909091,94000.8921132715,293410,124,548637,109727.4,215410.76237226403,494546,134,519327,103865.4,124154.50303472685,293410,14982,0,0,0,0,200,212,10.936192783206382,10.936192783206382,0,252,81.69230769230768,109.55925688517044,12003.230769230768,0,0,0,1,0,0,0,0,1,88.5,84,93,200,0,0,0,0,0,0,6,504,6,558,65535,235,2,32,0,0,0,0,0,0,0,0,botnet
34084,205.174.165.70,80,6,12194,2,1,0,0,0,0,0,0,0,0,0,0,0,246.02263408233557,6097,8434.369685993139,12061,133,133,133,0,133,133,0,0,0,0,0,0,0,0,0,88,32,164.01508938822371,82.00754469411186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,0,0,0,0,0,0,2,0,1,0,1369,235,0,44,0,0,0,0,0,0,0,0,botnet
59360,172.217.12.193,443,6,235703,9,6,455,4272,242,0,50.55555555555556,100.57970857870775,1418,0,712,773.4121798885766,20054.899598223186,63.63941061420517,16835.928571428572,24197.220747796273,69547,6,235703,29462.875,40110.796367908944,107140,14,135761,27152.2,53087.39239405153,121482,6,0,0,0,0,296,200,38.1836463685231,25.455764245682065,0,1418,295.4375,562.1326022390091,315993.0625,0,0,0,1,0,0,0,0,0,315.1333333333333,50.55555555555556,712,296,0,0,0,0,0,0,9,455,6,4272,65535,170,2,32,0,0,0,0,0,0,0,0,botnet
443,10.42.0.151,59360,6,34,3,0,403,0,342,0,134.33333333333331,182.4125361189119,0,0,0,0,11852941.176470589,88235.29411764706,17,9.899494936611665,24,10,34,17,9.899494936611665,24,10,0,0,0,0,0,1,0,0,0,96,0,88235.29411764706,0,0,342,186.25,181.56059594526562,32964.25,0,1,0,0,1,0,0,0,0,248.33333333333334,134.33333333333334,0,96,0,0,0,0,0,0,3,403,0,0,175,-1,1,32,0,0,0,0,0,0,0,0,botnet
59732,173.194.207.188,5228,6,116484955,15,12,5039,1756,1040,0,335.93333333333334,463.2594870922261,338,0,146.33333333333334,150.70279802755266,58.33371356841749,0.23178959033808272,4480190.576923077,15702997.068067126,78077976,443,116484955,8320353.928571428,20971349.618791346,78077976,443,116347300,10577027.272727273,23406684.392087813,78154367,505,0,0,0,0,488,392,0.12877199463226818,0.10301759570581454,0,1040,242.67857142857142,362.8633100025845,131669.78174603175,0,0,0,1,0,0,0,0,0,251.66666666666666,335.93333333333334,146.33333333333334,488,0,0,0,0,0,0,15,5039,12,1756,65535,217,7,32,261091.25,298733.9095788257,706155,75777,28818029.25,33488590.233393118,78077976,7307650,botnet
50348,216.58.219.240,443,6,1911463,2,0,62,0,31,31,31,0,0,0,0,0,32.43588811292712,1.0463189713847456,1911463,0,1911463,1911463,1911463,1911463,0,1911463,1911463,0,0,0,0,0,1,0,0,0,64,0,1.0463189713847456,0,31,31,31,0,0,0,1,0,0,1,1,0,0,0,46.5,31,0,64,0,0,0,0,0,0,2,62,0,0,1591,-1,1,32,0,0,0,0,0,0,0,0,botnet
37232,205.174.165.70,80,6,96256127,21,10,2140,1879,214,0,101.9047619047619,109.51799156390003,205,186,187.9,6.00832755431992,41.753186267301196,0.3220574208226765,3208537.5666666673,4714797.7038547015,10656399,1872,96256127,4812806.350000001,5079559.327699923,10656399,15746,92059936,10228881.77777778,180938.64776684454,10684237,10081552,1,0,0,0,672,320,0.21816793023471637,0.10388949058796018,0,214,132.28124999999994,97.91346883361992,9587.047379032258,0,1,0,0,1,0,0,0,0,136.5483870967742,101.9047619047619,187.9,672,0,0,0,0,0,0,21,2140,10,1879,1369,520,9,32,25577.11111111111,5665.372901328836,32362,15746,10201182.111111112,179964.9196152159,10656399,10070127,botnet
44634,172.217.3.106,443,6,110251310,12,11,775,5367,455,0,64.58333333333333,138.32928982772384,1418,0,487.9090909090909,578.8900507947004,55.70908862670203,0.20861430127224792,5011423.181818182,23341568.533415906,109516454,6,110251310,10022846.363636363,32998389.53618086,109516454,18,622790,62279.000000000015,90196.81798279927,259380,6,0,0,0,0,404,360,0.1088422441420424,0.09977205713020552,0,1418,255.91666666666666,450.0454968948832,202540.9492753623,0,0,0,1,0,0,0,0,0,267.04347826086956,64.58333333333333,487.90909090909093,404,0,0,0,0,0,0,12,775,11,5367,65535,175,3,32,0,0,0,0,0,0,0,0,botnet
443,10.42.0.151,44634,6,344857,2,0,0,0,0,0,0,0,0,0,0,0,0,5.799505302197722,344857,0,344857,344857,344857,344857,0,344857,344857,0,0,0,0,0,0,0,0,0,64,0,5.799505302197722,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,175,-1,0,32,0,0,0,0,0,0,0,0,botnet
49997,208.52.161.25,80,6,5215793,55,56,416,74998,416,0,7.5636363636363635,56.09342855694173,1448,0,1339.25,376.9092608428332,14458.779326556863,21.281519416127136,47416.3,456877.14205730456,4794034,9,421759,7810.351851851855,22836.30900450719,103597,9,5169561,93992.01818181819,646465.803080774,4798778,11,0,0,0,0,1768,1804,10.544897007990924,10.736622408136213,0,1448,673.3392857142858,720.6619273819477,519353.6135778637,0,0,0,1,0,0,0,0,1,679.4054054054054,7.5636363636363635,1339.25,1768,0,0,0,0,0,0,55,416,56,74998,65535,4104,1,32,0,0,0,0,0,0,0,0,botnet
50348,216.58.219.240,443,6,7703985,2,0,62,0,31,31,31,0,0,0,0,0,8.047783062921331,0.25960590525552685,7703985,0,7703985,7703985,7703985,7703985,0,7703985,7703985,0,0,0,0,0,1,0,0,0,64,0,0.25960590525552685,0,31,31,31,0,0,0,1,0,0,1,1,0,0,0,46.5,31,0,64,0,0,0,0,0,0,2,62,0,0,1591,-1,1,32,0,0,0,0,0,0,0,0,botnet
49998,208.52.161.25,80,6,15568124,3,2,0,0,0,0,0,0,0,0,0,0,0,0.3211690759914297,3892031,7715450.045757408,15465177,9863,15568124,7784062,10928099.129573176,15511395,56729,56081,56081,0,56081,56081,0,0,0,0,104,76,0.1927014455948578,0.12846763039657189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,2,0,65535,4117,0,32,0,0,0,0,0,0,0,0,botnet
49997,208.52.161.25,80,6,10306912,2,0,0,0,0,0,0,0,0,0,0,0,0,0.19404454020758108,10306912,0,10306912,10306912,10306912,10306912,0,10306912,10306912,0,0,0,0,0,0,0,0,0,64,0,0.19404454020758108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,3722,-1,0,32,0,0,0,0,0,0,0,0,botnet
80,10.42.0.151,49998,6,49,2,0,0,0,0,0,0,0,0,0,0,0,0,40816.32653061225,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,64,0,40816.32653061225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,4117,-1,0,32,0,0,0,0,0,0,0,0,botnet
